ID,District_Name,District_Hospital_Name,CHCs,Month,Patient_Registration_%,Appointment_Utilization_%,OPD_Growth_%,Bed_Occupancy_%,Pharmacy_Fulfillment_%,Lab_TAT_Hours,Radiology_Utilization_%,OPD_Billing_Accuracy_%,IPD_Discharge_Summary_%,OT_Utilization_%,Surgery_Success_%,Emergency_Response_Min,Staff_Attendance_%,Claim_Settlement_%,Patient_Satisfaction_%,Ambulance_Response_Min,Consultancy Type,% Patient having ABHA ID,HFR_Registred,Time for Initial Assessment of Indoor Patients (min),% of Unplanned Return to OT,Mortality Ratio for ICU (%),Return to ICU within 48 hrs (%),TAT for the Issue of Blood (min),Ambulance Utilization Rate (%),Ambulance Medication/Equipment Availability (%)
HR25F0493,Ambala,Ambala-DH,Ambli,01-05-2025,57.5,40,2,75.8,71,6.0,55,88,87,93.7,89,24,78,82,40,20,Follow-up,86,No,32,5,0,0,48,37.5,65
HR25F0494,Bhiwani,Bhiwani-DH,Kairu,01-05-2025,59,81.6,1,46.5,88,5.2,31,95,75,92.4,87,22,80,90,89.5,16.5,Follow-up,76.7,Yes,35,4,2,4,52,24.5,62.5
HR25F0495,Bhiwani,Bhiwani-DH,Manheru,01-05-2025,48.5,81.6,14,42.7,96,5.9,82,99,92,63.8,96,12,85,69,71.2,16.5,New,63.3,Yes,22,0,1,3,19,15,78.8
HR25F0496,Bhiwani,Bhiwani-DH,Jamalpur,01-05-2025,93.5,40,15,68.2,94,6.0,66,88,89,46.9,91,13,94,75,58.3,16.5,Online,72.7,Yes,16,2,1,0,76,59.9,76.3
HR25F0497,Bhiwani,Bhiwani-DH,Dhanana,01-05-2025,68,41.2,12,91.1,81,5.0,38,99,97,54.7,89,23,98,69,63.8,15.5,New,52.7,Yes,26,3,2,4,90,38.6,82.5
HR25F0498,Bhiwani,Bhiwani-DH,Miran,01-05-2025,42.5,58.3,2,37.6,87,4.5,85,92,88,84.6,99,18,89,77,85.8,17,New,60.7,No,19,0,3,3,72,62.3,40
HR25F0499,Charkhi Dadri,Charkhi Dadri-DH,Gopi,01-05-2025,51.5,40,3,33.8,85,5.2,47,89,95,49.5,89,30,86,76,62,11,Follow-up,78,No,60,2,1,2,19,56.4,55
HR25F0500,Charkhi Dadri,Charkhi Dadri-DH,Bondkalan,01-05-2025,51.5,73,14,31.3,72,6.2,53,91,89,83.3,88,11,78,89,41.8,14.5,New,79.3,No,40,1,0,3,84,56.4,57.5
HR25F0501,Charkhi Dadri,Charkhi Dadri-DH,Jhojukalan,01-05-2025,71,95,13,74.5,75,6.6,56,98,98,84.6,99,30,85,84,58.3,14,New,44.7,Yes,27,4,1,0,71,30.4,72.5
HR25F0502,Faridabad,ESIC Medical College,Kurali,01-05-2025,95,44.9,6,65.6,83,7.0,45,86,84,74.2,97,13,89,64,73,14,New,83.3,Yes,27,2,1,4,67,35.1,58.8
HR25F0503,Faridabad,ESIC Medical College,Pali,01-05-2025,53,66.9,3,35.1,75,5.1,68,92,75,91.1,89,27,79,71,41.8,19.5,Online,55.3,No,56,2,3,3,89,54,67.5
HR25F0504,Faridabad,ESIC Medical College,Tigaon Kheri,01-05-2025,66.5,86.4,10,93.6,91,6.2,49,80,84,53.4,92,23,95,77,60.2,17,Follow-up,56.7,No,48,0,1,0,68,36.3,55
HR25F0505,Faridabad,ESIC Medical College,Kalan,01-05-2025,81.5,88.9,1,79.6,82,7.1,72,90,81,95,99,28,93,83,71.2,18,New,51.3,No,41,3,0,3,90,32.7,67.5
HR25F0506,Fatehabad,Fatehabad-DH,Bhattukalan,01-05-2025,59,58.3,2,32.5,97,7.4,32,86,76,66.4,99,30,95,93,41.8,12,New,62,No,44,5,1,1,59,35.1,60
HR25F0507,Fatehabad,Fatehabad-DH,Bhuna,01-05-2025,84.5,88.9,9,56.7,81,5.7,78,95,85,48.2,88,19,83,85,93.2,16,Follow-up,35.3,No,37,3,2,2,90,22.1,40
HR25F0508,Fatehabad,Fatehabad-DH,Jakhal,01-05-2025,60.5,76.7,7,89.8,84,5.5,43,99,85,54.7,92,25,81,63,60.2,17,Online,56.7,No,54,4,0,3,67,63.5,60
HR25F0509,Fatehabad,Fatehabad-DH,Badopal,01-05-2025,59,77.9,0,98.7,81,6.1,87,89,88,66.4,87,26,91,68,47.3,18.5,Follow-up,55.3,Yes,41,2,1,3,89,67,42.5
HR25F0510,Fatehabad,Fatehabad-DH,Bothankalan,01-05-2025,41,44.9,7,59.3,84,4.2,30,99,92,62.5,86,11,90,83,95,20,Online,46,Yes,56,2,2,2,37,31.5,53.8
HR25F0511,Gurgaon,Gurgaon-DH,Farukhnagar,01-05-2025,90.5,55.9,0,88.5,75,5.5,89,86,79,67.7,87,26,95,92,45.5,17,Follow-up,84.7,Yes,11,5,1,2,52,45.7,76.3
HR25F0512,Gurgaon,Gurgaon-DH,Bhora,01-05-2025,75.5,77.9,12,32.5,76,6.9,66,93,75,79.4,91,17,94,70,54.7,18,Online,79.3,Yes,52,5,3,2,61,38.6,61.3
HR25F0513,Gurgaon,Gurgaon-DH,Kalan,01-05-2025,56,92.6,14,79.6,73,6.7,39,100,100,69,89,19,75,95,58.3,14,Online,46,No,51,2,3,0,59,44.5,60
HR25F0514,Gurgaon,Gurgaon-DH,Ghangola,01-05-2025,80,70.6,12,69.5,72,5.5,66,84,77,35.2,85,28,94,75,71.2,19,Online,70,No,23,4,3,4,69,16.2,47.5
HR25F0515,Hisar,Maharaja Agrasen Medical College,Siswal,01-05-2025,81.5,85.2,2,56.7,99,6.1,89,94,83,37.8,93,12,99,61,76.7,16,Telemedicine,56.7,Yes,28,3,2,0,37,77.6,68.8
HR25F0516,Hisar,Maharaja Agrasen Medical College,Mangali,01-05-2025,57.5,52.2,1,70.7,78,4.7,50,96,87,70.3,100,17,81,81,65.7,12,Follow-up,48.7,No,44,2,3,3,22,37.5,90
HR25F0517,Hisar,Maharaja Agrasen Medical College,Aryanagar,01-05-2025,62,53.4,3,92.4,80,6.8,37,91,90,83.3,89,22,86,93,60.2,19.5,Telemedicine,52.7,Yes,57,5,0,1,80,18.5,75
HR25F0518,Hisar,Maharaja Agrasen Medical College,Uklana,01-05-2025,68,93.8,10,96.2,77,5.7,47,83,85,52.1,85,14,88,81,58.3,19,Follow-up,86,Yes,39,0,3,0,54,69.4,46.3
HR25F0519,Hisar,Maharaja Agrasen Medical College,Mirchpur,01-05-2025,71,81.6,8,52.9,90,5.4,79,85,82,72.9,89,11,94,80,89.5,15,Online,63.3,No,58,5,0,2,67,15,80
HR25F0520,Hisar,Maharaja Agrasen Medical College,SisaiBola,01-05-2025,41,80.3,10,36.4,83,5.3,88,98,87,95,87,9,94,75,95,16,New,67.3,No,42,1,1,4,25,63.5,42.5
HR25F0521,Hisar,Maharaja Agrasen Medical College,Khanda,01-05-2025,86,75.4,8,49.1,92,5.7,69,89,96,56,99,9,95,70,58.3,17,Follow-up,50,No,29,3,2,1,39,71.7,87.5
HR25F0522,Hisar,Maharaja Agrasen Medical College,Kheri,01-05-2025,39.5,68.1,5,61.8,71,5.2,87,81,76,91.1,95,8,83,68,60.2,11.5,Online,50,No,47,5,3,0,21,49.3,53.8
HR25F0523,Hisar,Maharaja Agrasen Medical College,Sorkhi,01-05-2025,38,73,1,44,80,6.7,60,96,77,32.6,90,30,96,74,69.3,12.5,New,90,No,32,3,1,1,66,19.7,83.8
HR25F0524,Jhajjar,Jhajjar-DH,Dighal,01-05-2025,63.5,79.1,14,61.8,95,5.2,52,96,96,56,92,6,90,75,78.5,17.5,Follow-up,40.7,No,48,5,2,4,64,51.6,62.5
HR25F0525,Jhajjar,Jhajjar-DH,Dhakla,01-05-2025,66.5,49.8,6,61.8,83,8.0,46,99,82,89.8,95,27,99,63,76.7,18.5,Online,60.7,No,12,5,1,4,75,70.5,86.3
HR25F0526,Jhajjar,Jhajjar-DH,Jamalpur,01-05-2025,93.5,69.3,13,58,75,7.8,78,98,84,92.4,94,27,75,85,69.3,13,New,60.7,No,29,1,0,4,41,46.9,66.3
HR25F0527,Jhajjar,Jhajjar-DH,Dubaldhan,01-05-2025,45.5,79.1,7,73.3,100,4.5,57,95,78,35.2,96,14,96,63,67.5,14,Follow-up,58,No,56,5,0,2,78,65.8,72.5
HR25F0528,Jhajjar,Jhajjar-DH,Badli,01-05-2025,48.5,69.3,4,60.5,92,5.9,37,89,98,36.5,89,22,98,85,87.7,10,Follow-up,58,No,19,5,1,4,55,70.5,61.3
HR25F0529,Jhajjar,Jhajjar-DH,Charra,01-05-2025,77,51,10,54.2,79,4.9,79,97,82,43,93,17,78,69,74.8,11.5,Follow-up,88.7,Yes,49,3,3,4,53,68.2,52.5
HR25F0530,Jind,Jind-DH,Jullana,01-05-2025,62,55.9,4,92.4,80,5.3,44,98,77,87.2,98,9,100,86,58.3,20,New,31.3,Yes,58,2,3,4,15,38.6,40
HR25F0531,Jind,Jind-DH,Kalwa,01-05-2025,71,87.7,2,47.8,92,8.6,76,92,98,92.4,100,6,78,80,95,10.5,New,30,Yes,31,5,2,4,45,52.8,42.5
HR25F0532,Jind,Jind-DH,Kharakramji,01-05-2025,74,47.3,13,47.8,91,5.4,84,89,88,83.3,95,17,97,63,71.2,12.5,New,68.7,No,36,5,2,0,47,57.5,81.3
HR25F0533,Jind,Jind-DH,Ujhana,01-05-2025,63.5,87.7,2,46.5,71,6.3,59,87,80,46.9,99,27,98,78,93.2,16,New,32.7,Yes,16,3,1,3,89,57.5,85
HR25F0534,Jind,Jind-DH,Kandela,01-05-2025,84.5,87.7,3,78.4,98,6.6,56,82,73,37.8,100,11,82,89,93.2,11.5,New,88.7,Yes,28,3,0,0,81,58.7,83.8
HR25F0535,Jind,Jind-DH,Muana,01-05-2025,48.5,90.1,7,59.3,86,4.4,43,94,80,70.3,97,7,80,86,47.3,17.5,Online,74,No,41,0,1,0,20,65.8,43.8
HR25F0536,Jind,Jind-DH,Alewa,01-05-2025,39.5,92.6,1,47.8,77,4.6,30,99,84,44.3,94,28,78,94,87.7,17.5,Follow-up,35.3,No,48,1,1,3,74,16.2,46.3
HR25F0537,Kaithal,Kaithal-DH,Kaul,01-05-2025,54.5,52.2,3,64.4,80,4.1,37,83,75,82,86,14,98,86,54.7,16,Online,46,No,41,4,3,1,63,36.3,67.5
HR25F0538,Kaithal,Kaithal-DH,Siwan,01-05-2025,92,95,0,38.9,72,4.5,39,97,95,37.8,90,21,84,77,62,16.5,New,64.7,No,11,5,1,3,56,43.4,80
HR25F0539,Kaithal,Kaithal-DH,Rajaund,01-05-2025,81.5,62,5,92.4,78,3.0,70,100,94,43,92,8,100,88,84,10,Follow-up,48.7,No,53,0,1,4,73,70.5,85
HR25F0540,Kaithal,Kaithal-DH,Pundri,01-05-2025,41,42.4,3,80.9,85,6.6,85,90,83,70.3,89,13,84,70,93.2,10,New,74,No,12,1,0,3,83,58.7,62.5
HR25F0541,Karnal,Kalpana Chawala Medical College,Taraori,01-05-2025,42.5,44.9,4,88.5,93,8.7,64,93,91,82,85,5,85,83,82.2,16.5,Online,46,No,38,3,3,3,69,18.5,40
HR25F0542,Karnal,Kalpana Chawala Medical College,Gharunda,01-05-2025,59,71.8,8,92.4,94,6.0,86,81,87,50.8,85,26,96,69,63.8,16,Online,88.7,No,22,2,3,1,75,35.1,86.3
HR25F0543,Karnal,Kalpana Chawala Medical College,Nissing,01-05-2025,51.5,76.7,5,54.2,99,3.8,57,93,100,83.3,91,29,77,81,43.7,14.5,Online,76.7,Yes,34,3,0,0,85,38.6,87.5
HR25F0544,Karnal,Kalpana Chawala Medical College,Kunjpura,01-05-2025,59,69.3,12,98.7,78,4.9,82,81,92,40.4,85,14,90,72,95,19.5,New,54,No,45,1,3,2,51,28,87.5
HR25F0545,Karnal,Kalpana Chawala Medical College,Ballah,01-05-2025,72.5,85.2,3,65.6,82,5.2,40,84,79,43,95,22,89,89,60.2,16.5,Online,52.7,No,60,3,3,0,41,22.1,48.8
HR25F0546,Karnal,Kalpana Chawala Medical College,Nigdu,01-05-2025,74,91.3,3,89.8,89,4.4,51,87,84,41.7,85,24,75,92,41.8,19.5,Follow-up,54,Yes,13,1,2,0,44,74.1,71.3
HR25F0547,Karnal,Kalpana Chawala Medical College,Sambhli,01-05-2025,66.5,63.2,11,54.2,79,7.0,31,87,87,92.4,95,16,93,82,76.7,10.5,Online,47.3,No,46,5,0,0,20,70.5,61.3
HR25F0548,Karnal,Kalpana Chawala Medical College,Padha,01-05-2025,38,71.8,1,97.5,82,6.9,42,91,70,54.7,98,16,100,65,80.3,12,Follow-up,30,Yes,33,1,1,0,60,70.5,83.8
HR25F0549,Kurukshetra,Kurukshetra-DH,Pehowa,01-05-2025,62,65.7,7,42.7,87,4.2,36,92,86,82,95,30,77,74,91.3,15,Follow-up,43.3,No,10,2,3,4,39,22.1,61.3
HR25F0550,Kurukshetra,Kurukshetra-DH,Ladwa,01-05-2025,60.5,53.4,11,50.4,70,6.9,50,98,77,95,89,26,78,80,95,15,New,56.7,Yes,38,4,1,1,18,65.8,55
HR25F0551,Kurukshetra,Kurukshetra-DH,Mathana,01-05-2025,56,49.8,5,92.4,79,8.0,54,91,74,41.7,100,23,78,90,63.8,11,Follow-up,55.3,No,40,3,0,1,65,35.1,61.3
HR25F0552,Kurukshetra,Kurukshetra-DH,Jhansa,01-05-2025,45.5,49.8,5,30,99,8.5,80,100,75,69,87,17,88,91,41.8,18,New,72.7,Yes,49,3,3,1,11,44.5,81.3
HR25F0553,Kurukshetra,Kurukshetra-DH,Barana,01-05-2025,56,63.2,6,94.9,100,9.8,73,100,72,48.2,90,6,92,83,82.2,15,New,34,No,45,0,0,4,65,15,57.5
HR25F0554,Kurukshetra,Kurukshetra-DH,Babain,01-05-2025,78.5,64.4,3,50.4,92,4.5,85,87,93,65.1,89,22,84,87,95,20,New,63.3,Yes,22,2,0,0,39,54,62.5
HR25F0555,Mahendragarh,Mahendragarh-DH,Ateli,01-05-2025,80,52.2,2,54.2,85,9.7,75,82,87,88.5,90,13,97,86,49.2,15,Telemedicine,30,Yes,31,3,3,2,26,69.4,73.8
HR25F0556,Mahendragarh,Mahendragarh-DH,Nangal‑sirohi,01-05-2025,81.5,81.6,7,58,93,5.3,36,88,91,52.1,95,28,90,78,95,14,New,71.3,No,53,5,2,0,90,74.1,70
HR25F0557,Mahendragarh,Mahendragarh-DH,Nangal‑chaudhry,01-05-2025,56,74.2,11,100,81,5.0,68,87,81,52.1,90,12,88,86,69.3,17,Online,86,No,23,5,1,1,15,67,40
HR25F0558,Mahendragarh,Mahendragarh-DH,Satnali,01-05-2025,66.5,82.8,5,75.8,75,6.3,52,94,85,54.7,85,15,75,78,56.5,14,Telemedicine,63.3,No,17,3,3,4,54,29.2,47.5
HR25F0559,Mahendragarh,Mahendragarh-DH,Sehlang,01-05-2025,92,66.9,3,73.3,71,5.0,68,86,74,72.9,93,24,80,78,52.8,19.5,Telemedicine,79.3,Yes,45,5,2,3,77,30.4,50
HR25F0560,Mahendragarh,Mahendragarh-DH,Dochana,01-05-2025,95,79.1,1,78.4,91,6.4,74,100,94,61.2,97,10,82,81,56.5,17,Online,71.3,No,13,2,3,1,43,67,40
HR25F0561,Mewat,SHKM‑Medical College,Ferozepur Zhirka,01-05-2025,39.5,91.3,5,54.2,80,4.0,62,100,71,66.4,86,12,88,73,95,18.5,Online,44.7,No,26,1,0,2,17,30.4,65
HR25F0562,Mewat,SHKM‑Medical College,Punhana,01-05-2025,89,95,2,54.2,81,5.5,39,93,86,75.5,96,14,75,70,76.7,14.5,New,59.3,No,37,1,3,3,29,39.8,73.8
HR25F0563,Mewat,SHKM‑Medical College,Tauru,01-05-2025,84.5,41.2,2,80.9,77,7.6,80,88,81,30,85,13,77,79,51,16.5,New,64.7,No,45,2,1,2,16,35.1,72.5
HR25F0564,Palwal,Palwal-DH,Aurangabad,01-05-2025,36.5,68.1,7,47.8,81,5.7,48,95,81,54.7,92,13,91,88,58.3,12.5,Follow-up,51.3,No,33,3,1,4,12,70.5,65
HR25F0565,Palwal,Palwal-DH,Hathin,01-05-2025,62,40,3,74.5,99,6.0,33,97,80,61.2,89,20,99,70,74.8,10,Follow-up,59.3,Yes,52,1,0,4,48,59.9,42.5
HR25F0566,Palwal,Palwal-DH,Sondhad,01-05-2025,35,77.9,9,46.5,83,6.5,77,89,73,52.1,98,7,90,61,78.5,15.5,New,86,Yes,50,3,0,3,17,24.5,65
HR25F0567,Palwal,Palwal-DH,Alawalpur,01-05-2025,87.5,51,4,68.2,83,7.4,53,97,74,62.5,93,10,88,82,89.5,17,Follow-up,50,Yes,51,4,3,3,18,37.5,78.8
HR25F0568,Palwal,Palwal-DH,Dudhola,01-05-2025,42.5,42.4,9,89.8,87,3.5,62,85,100,58.6,96,26,88,78,67.5,15.5,Follow-up,43.3,No,41,4,0,2,64,69.4,67.5
HR25F0569,Panchkula,Panchkula-DH,Raipurrani,01-05-2025,69.5,57.1,4,77.1,93,6.6,30,81,97,63.8,90,18,76,82,73,11,Online,64.7,No,50,0,3,2,31,58.7,77.5
HR25F0570,Panchkula,Panchkula-DH,Nanakpur,01-05-2025,36.5,48.6,6,70.7,86,5.5,74,94,93,54.7,100,12,99,65,52.8,20,Follow-up,36.7,Yes,34,3,2,3,81,17.4,88.8
HR25F0571,Panchkula,Panchkula-DH,Morni,01-05-2025,48.5,95,15,36.4,99,6.0,73,81,92,54.7,98,20,94,75,89.5,10.5,Follow-up,52.7,No,16,0,0,4,68,20.9,61.3
HR25F0572,Panipat,Panipat-DH,Ahar,01-05-2025,38,80.3,2,45.3,87,7.3,56,81,95,71.6,91,27,77,73,65.7,12,Follow-up,87.3,Yes,13,5,1,2,71,15,60
HR25F0573,Panipat,Panipat-DH,Dadlana,01-05-2025,78.5,92.6,5,49.1,80,4.1,76,89,73,95,92,21,76,66,41.8,19,Follow-up,84.7,No,17,5,0,3,70,63.5,72.5
HR25F0574,Panipat,Panipat-DH,Bapoli,01-05-2025,48.5,55.9,3,83.5,79,4.4,89,91,94,80.7,88,14,98,90,85.8,18.5,Telemedicine,52.7,No,56,0,1,3,44,33.9,70
HR25F0575,Panipat,Panipat-DH,Mathloda,01-05-2025,80,84,12,100,74,3.1,40,84,94,91.1,87,11,95,76,73,14.5,New,54,Yes,33,3,2,3,81,31.5,86.3
HR25F0576,Panipat,Panipat-DH,Naultha,01-05-2025,93.5,60.8,2,98.7,77,5.0,80,90,96,74.2,96,7,97,68,58.3,11.5,Follow-up,59.3,No,13,5,3,1,65,77.6,56.3
HR25F0577,Panipat,Panipat-DH,Naraina,01-05-2025,51.5,41.2,3,98.7,76,7.7,80,99,75,82,91,21,90,71,60.2,15,Follow-up,66,No,43,5,3,1,13,39.8,68.8
HR25F0578,Panipat,Panipat-DH,Khotpura,01-05-2025,84.5,69.3,2,68.2,87,5.7,79,86,97,88.5,92,18,81,70,95,16.5,Follow-up,72.7,Yes,17,1,0,0,18,31.5,71.3
HR25F0579,Rewari,Rewari-DH,Gurawara,01-05-2025,48.5,54.7,0,87.3,94,3.9,83,89,85,35.2,87,10,82,78,52.8,18,New,74,No,32,3,0,2,68,55.2,82.5
HR25F0580,Rewari,Rewari-DH,Bawal,01-05-2025,45.5,40,5,70.7,95,5.1,52,80,78,76.8,88,14,99,68,45.5,11.5,New,86,Yes,53,4,1,2,58,18.5,86.3
HR25F0581,Rewari,Rewari-DH,Nahar,01-05-2025,72.5,44.9,13,40.2,75,3.7,68,86,81,87.2,88,23,92,75,87.7,19,New,55.3,Yes,38,0,3,4,21,77.6,61.3
HR25F0582,Rewari,Rewari-DH,Mirpur,01-05-2025,71,73,5,98.7,79,4.2,59,94,91,57.3,100,25,86,86,40,12.5,New,42,Yes,48,5,0,3,39,64.6,55
HR25F0583,Rewari,Rewari-DH,Khol,01-05-2025,93.5,48.6,10,51.6,82,6.4,44,95,93,65.1,89,19,78,75,51,19,Online,88.7,No,11,3,1,2,88,42.2,45
HR25F0584,Rohtak,Rohtak-DH,Kahanaur,01-05-2025,45.5,88.9,11,44,99,4.2,90,95,93,62.5,95,8,87,83,51,12.5,Follow-up,84.7,Yes,51,2,0,1,87,48.1,76.3
HR25F0585,Rohtak,Rohtak-DH,Sampla Kiloi,01-05-2025,90.5,90.1,4,77.1,93,7.3,70,89,81,74.2,86,6,88,83,63.8,15,New,67.3,Yes,21,4,0,0,86,30.4,47.5
HR25F0586,Rohtak,Rohtak-DH,Chiri,01-05-2025,59,74.2,4,80.9,83,5.7,78,81,99,58.6,99,20,92,95,51,15.5,New,56.7,Yes,24,1,0,3,16,74.1,77.5
HR25F0587,Rohtak,Rohtak-DH,Madina,01-05-2025,77,60.8,2,59.3,80,5.9,30,89,95,37.8,89,14,92,95,56.5,11.5,New,78,Yes,35,4,0,3,48,64.6,90
HR25F0588,Rohtak,Rohtak-DH,Lakhan Majra,01-05-2025,90.5,44.9,10,91.1,85,5.4,62,87,71,92.4,98,8,94,94,78.5,18.5,Telemedicine,90,Yes,47,0,2,2,73,72.9,60
HR25F0589,Sirsa,Sirsa-DH,Rania,01-05-2025,95,48.6,1,70.7,85,6.9,39,87,90,63.8,86,29,83,78,56.5,19.5,Follow-up,86,Yes,12,0,1,0,59,77.6,55
HR25F0590,Sirsa,Sirsa-DH,Odhan,01-05-2025,60.5,79.1,10,80.9,96,6.9,55,97,96,70.3,99,10,77,64,73,13,Telemedicine,36.7,No,54,2,1,4,56,32.7,83.8
HR25F0591,Sirsa,Sirsa-DH,Bara‑Gudda,01-05-2025,42.5,77.9,5,84.7,76,6.3,40,81,90,87.2,85,10,98,78,89.5,10.5,New,56.7,Yes,25,4,2,0,20,78.8,81.3
HR25F0592,Sirsa,Sirsa-DH,Kalanwali,01-05-2025,69.5,44.9,3,91.1,87,6.6,42,83,100,37.8,98,14,97,71,87.7,14.5,Online,66,Yes,45,0,0,1,70,39.8,40
HR25F0593,Sirsa,Sirsa-DH,Nathusari‑Chopta,01-05-2025,71,82.8,12,73.3,76,5.5,66,90,89,37.8,99,12,91,71,56.5,12.5,New,44.7,Yes,55,0,2,1,53,43.4,80
HR25F0594,Sirsa,Sirsa-DH,Madhosinghana,01-05-2025,47,68.1,13,55.5,81,6.6,64,80,86,91.1,90,16,100,91,82.2,13.5,New,70,Yes,47,3,1,0,85,37.5,82.5
HR25F0595,Sirsa,Sirsa-DH,Chautala,01-05-2025,66.5,74.2,8,41.5,79,5.3,58,95,96,71.6,98,24,98,74,54.7,11,New,39.3,No,15,3,0,4,40,22.1,90
HR25F0596,Sonipat,Sonipat-DH,Kharkhauda,01-05-2025,84.5,65.7,6,80.9,84,5.8,78,97,77,36.5,99,26,92,90,93.2,14.5,Follow-up,87.3,Yes,48,0,0,3,13,59.9,46.3
HR25F0597,Sonipat,Sonipat-DH,Badkhalsa,01-05-2025,47,69.3,13,42.7,87,5.5,45,86,78,36.5,93,22,94,87,87.7,18,New,86,Yes,57,4,2,2,40,15,83.8
HR25F0598,Sonipat,Sonipat-DH,Ganaur,01-05-2025,56,85.2,9,98.7,89,5.2,72,85,87,63.8,86,10,78,72,91.3,14,Follow-up,86,Yes,21,1,1,0,37,71.7,55
HR25F0599,Sonipat,Sonipat-DH,Juan,01-05-2025,77,90.1,13,30,77,4.8,80,99,97,71.6,86,8,86,73,84,16,Online,39.3,No,27,2,1,0,50,61.1,48.8
HR25F0600,Sonipat,Sonipat-DH,Mundlana,01-05-2025,39.5,57.1,4,54.2,90,6.4,38,100,77,61.2,99,21,92,62,51,18.5,New,36.7,No,23,1,0,4,69,55.2,43.8
HR25F0601,Sonipat,Sonipat-DH,Firozepur‑bangar,01-05-2025,69.5,42.4,3,47.8,86,7.6,86,80,90,53.4,87,21,93,79,78.5,13,New,67.3,Yes,28,5,2,1,59,37.5,55
HR25F0602,Sonipat,Sonipat-DH,Purkhas,01-05-2025,41,48.6,2,91.1,96,7.4,38,82,81,32.6,91,14,100,89,60.2,12,Online,54,Yes,56,2,0,2,37,17.4,87.5
HR25F0603,Sonipat,Sonipat-DH,Bhainswal‑kalan,01-05-2025,74,80.3,6,49.1,98,4.1,58,99,93,39.1,85,11,78,68,76.7,17.5,Follow-up,68.7,Yes,27,5,0,2,89,31.5,81.3
HR25F0604,Yamunanagar,Yamunanagar-DH,Naharpur,01-05-2025,51.5,42.4,10,78.4,77,7.6,31,99,85,40.4,90,21,97,72,40,19,Online,78,No,51,1,0,1,65,20.9,66.3
HR25F0605,Yamunanagar,Yamunanagar-DH,Saraswatinagar,01-05-2025,74,41.2,14,82.2,100,5.4,65,80,91,72.9,89,11,75,65,56.5,13.5,New,58,No,48,3,0,0,85,77.6,77.5
HR25F0606,Yamunanagar,Yamunanagar-DH,Sadhaura,01-05-2025,83,75.4,3,50.4,97,6.6,56,92,94,66.4,99,7,87,70,69.3,11,New,90,Yes,16,5,2,3,23,55.2,61.3
HR25F0607,Yamunanagar,Yamunanagar-DH,Chhachhrauli,01-05-2025,66.5,41.2,11,59.3,87,4.5,48,85,97,95,89,16,81,68,58.3,16.5,New,56.7,No,54,3,3,0,29,62.3,88.8
HR25F0608,Yamunanagar,Yamunanagar-DH,Bilaspur,01-05-2025,69.5,48.6,11,36.4,93,6.0,32,92,74,30,100,19,93,63,51,11,Telemedicine,46,Yes,19,1,1,3,16,22.1,90
HR25F0609,Yamunanagar,Yamunanagar-DH,Khizrabad,01-05-2025,95,49.8,8,51.6,91,6.2,85,81,71,31.3,86,25,90,87,76.7,20,Online,63.3,No,30,3,2,3,57,35.1,48.8
HR25F0610,Yamunanagar,Yamunanagar-DH,Akbarpur,01-05-2025,38,53.4,1,77.1,96,3.7,62,91,91,62.5,88,20,75,79,49.2,20,Telemedicine,32.7,Yes,11,5,1,4,23,39.8,50
HR25F0611,Ambala,Ambala-DH,Mullana,01-06-2025,45.5,46.1,3,82.2,98,6.6,37,88,100,93.7,86,17,79,82,80.3,16.5,Follow-up,74,Yes,55,1,0,3,35,38.6,40
HR25F0612,Ambala,Ambala-DH,Chaurmastpur,01-06-2025,42.5,86.4,7,88.5,81,7.7,55,86,88,65.1,100,14,88,91,67.5,12,Online,52.7,No,15,5,1,2,32,20.9,40
HR25F0613,Ambala,Ambala-DH,Shahzadpur,01-06-2025,59,73,5,66.9,91,5.6,81,84,89,65.1,90,30,91,79,49.2,20,Follow-up,32.7,No,28,4,2,4,53,56.4,77.5
HR25F0614,Ambala,Ambala-DH,Brara,01-06-2025,95,49.8,15,65.6,78,7.7,79,84,97,40.4,97,6,76,69,45.5,19.5,Follow-up,52.7,No,15,5,3,0,48,16.2,67.5
HR25F0615,Ambala,Ambala-DH,Ambli,01-06-2025,44,66.9,3,87.3,91,5.5,79,95,74,58.6,96,29,96,80,93.2,14.5,Online,82,No,39,0,0,1,52,39.8,60
HR25F0616,Bhiwani,Bhiwani-DH,Kairu,01-06-2025,62,58.3,3,97.5,95,7.0,80,88,70,43,90,26,90,76,80.3,15.5,New,90,No,12,3,1,1,54,20.9,80
HR25F0617,Bhiwani,Bhiwani-DH,Manheru,01-06-2025,74,93.8,11,77.1,94,3.0,55,82,78,40.4,93,13,89,94,52.8,15.5,New,86,No,57,1,2,0,87,49.3,45
HR25F0618,Bhiwani,Bhiwani-DH,Jamalpur,01-06-2025,54.5,52.2,13,42.7,84,9.2,34,83,73,52.1,95,16,78,73,89.5,12.5,New,30,Yes,45,2,2,4,65,48.1,73.8
HR25F0619,Bhiwani,Bhiwani-DH,Dhanana,01-06-2025,71,85.2,7,40.2,92,7.9,54,94,76,82,97,18,87,78,56.5,15,Online,35.3,Yes,53,1,2,0,28,74.1,86.3
HR25F0620,Bhiwani,Bhiwani-DH,Miran,01-06-2025,35,41.2,2,54.2,75,5.4,38,99,84,85.9,88,11,83,91,82.2,11.5,New,31.3,Yes,36,3,1,2,75,75.3,86.3
